"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1957-12",98.26189,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1958-01",98.28819,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1958-02",98.3633,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1958-03",98.47379,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1958-04",98.60544,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1958-05",98.76582,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1958-06",98.9745,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1958-07",99.25002,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1958-08",99.56362,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1958-09",99.88538,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1958-10",100.1769,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1958-11",100.4001,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1958-12",100.5105,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1959-01",100.4933,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1959-02",100.3984,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1959-03",100.2832,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1959-04",100.187,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1959-05",100.1064,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1959-06",100.1168,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1959-07",100.269,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1959-08",100.6169,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1959-09",101.1761,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1959-10",101.7925,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1959-11",102.2936,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1959-12",102.5675,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1960-01",102.5523,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1960-02",102.3106,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1960-03",101.9621,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1960-04",101.5868,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1960-05",101.2479,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1960-06",100.9744,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1960-07",100.7752,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1960-08",100.6475,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1960-09",100.5645,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1960-10",100.4997,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1960-11",100.4602,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1960-12",100.4624,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1961-01",100.4909,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1961-02",100.51,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1961-03",100.4525,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1961-04",100.272,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1961-05",99.97354,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1961-06",99.56091,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1961-07",99.04824,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1961-08",98.51182,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1961-09",98.07191,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1961-10",97.78932,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1961-11",97.67655,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1961-12",97.67918,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1962-01",97.74926,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1962-02",97.86389,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1962-03",98.01862,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1962-04",98.20967,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1962-05",98.38513,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1962-06",98.52328,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1962-07",98.67435,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1962-08",98.85889,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1962-09",99.04922,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1962-10",99.24004,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1962-11",99.41195,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1962-12",99.56081,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1963-01",99.70545,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1963-02",99.88155,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1963-03",100.0955,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1963-04",100.3251,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1963-05",100.5415,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1963-06",100.7431,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1963-07",100.9678,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1963-08",101.1992,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1963-09",101.4107,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1963-10",101.5684,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1963-11",101.6397,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1963-12",101.6377,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1964-01",101.5753,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1964-02",101.4755,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1964-03",101.3833,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1964-04",101.3399,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1964-05",101.345,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1964-06",101.3967,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1964-07",101.4459,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1964-08",101.4516,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1964-09",101.3716,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1964-10",101.1713,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1964-11",100.8718,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1964-12",100.5218,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1965-01",100.1927,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1965-02",99.90446,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1965-03",99.63405,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1965-04",99.3824,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1965-05",99.19775,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1965-06",99.1032,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1965-07",99.08902,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1965-08",99.15594,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1965-09",99.30148,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1965-10",99.51189,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1965-11",99.76012,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1965-12",100.0235,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1966-01",100.2652,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1966-02",100.4481,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1966-03",100.5274,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1966-04",100.4399,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1966-05",100.1259,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1966-06",99.58664,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1966-07",98.87585,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1966-08",98.09778,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1966-09",97.4264,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1966-10",96.96456,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1966-11",96.77002,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1966-12",96.83968,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1967-01",97.12124,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1967-02",97.51514,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1967-03",97.99014,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1967-04",98.52527,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1967-05",99.06754,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1967-06",99.56034,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1967-07",99.96488,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1967-08",100.2886,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1967-09",100.5307,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1967-10",100.6739,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1967-11",100.7126,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1967-12",100.658,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1968-01",100.5523,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1968-02",100.4105,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1968-03",100.2425,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1968-04",100.0981,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1968-05",100.0537,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1968-06",100.103,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1968-07",100.2593,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1968-08",100.4671,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1968-09",100.6405,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1968-10",100.7285,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1968-11",100.6898,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1968-12",100.5195,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1969-01",100.2574,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1969-02",99.96997,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1969-03",99.69151,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1969-04",99.42474,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1969-05",99.13381,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1969-06",98.83913,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1969-07",98.56425,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1969-08",98.32306,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1969-09",98.102,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1969-10",97.92339,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1969-11",97.82798,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1969-12",97.86478,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1970-01",98.00121,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1970-02",98.17262,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1970-03",98.31762,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1970-04",98.39747,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1970-05",98.40246,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1970-06",98.36163,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1970-07",98.28432,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1970-08",98.19383,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1970-09",98.12859,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1970-10",98.09213,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1970-11",98.09528,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1970-12",98.15281,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1971-01",98.26553,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1971-02",98.45744,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1971-03",98.75293,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1971-04",99.16112,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1971-05",99.65026,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1971-06",100.2064,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1971-07",100.8197,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1971-08",101.4379,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1971-09",102.0346,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1971-10",102.582,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1971-11",103.0656,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1971-12",103.4752,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1972-01",103.7871,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1972-02",104.0343,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1972-03",104.2457,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1972-04",104.3884,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1972-05",104.4005,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1972-06",104.2631,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1972-07",104.0442,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1972-08",103.8207,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1972-09",103.6279,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1972-10",103.4881,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1972-11",103.3701,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1972-12",103.2455,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1973-01",103.0991,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1973-02",102.9532,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1973-03",102.8185,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1973-04",102.6853,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1973-05",102.5288,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1973-06",102.3164,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1973-07",102.006,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1973-08",101.5731,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1973-09",101.0154,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1973-10",100.3773,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1973-11",99.66736,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1973-12",98.92816,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1974-01",98.26232,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1974-02",97.76395,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1974-03",97.39381,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1974-04",97.106,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1974-05",96.86144,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1974-06",96.59234,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1974-07",96.25459,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1974-08",95.88651,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1974-09",95.54861,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1974-10",95.27961,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1974-11",95.16172,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1974-12",95.2733,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1975-01",95.63395,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1975-02",96.02983,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1975-03",96.46785,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1975-04",96.89969,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1975-05",97.30727,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1975-06",97.66333,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1975-07",97.95586,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1975-08",98.21739,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1975-09",98.50383,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1975-10",98.77605,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1975-11",99.08133,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1975-12",99.43186,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1976-01",99.80022,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1976-02",100.1295,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1976-03",100.3835,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1976-04",100.5184,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1976-05",100.496,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1976-06",100.3288,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1976-07",100.0738,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1976-08",99.76518,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1976-09",99.45927,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1976-10",99.2485,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1976-11",99.16197,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1976-12",99.17455,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1977-01",99.28717,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1977-02",99.51609,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1977-03",99.81598,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1977-04",100.1799,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1977-05",100.5863,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1977-06",101.0023,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1977-07",101.4214,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1977-08",101.787,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1977-09",102.0827,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1977-10",102.2708,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1977-11",102.3249,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1977-12",102.2667,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1978-01",102.1364,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1978-02",101.9617,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1978-03",101.7897,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1978-04",101.6521,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1978-05",101.5796,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1978-06",101.5877,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1978-07",101.6221,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1978-08",101.6374,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1978-09",101.5942,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1978-10",101.4764,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1978-11",101.3428,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1978-12",101.2689,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1979-01",101.3031,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1979-02",101.4382,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1979-03",101.6244,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1979-04",101.7452,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1979-05",101.6851,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1979-06",101.3996,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1979-07",100.9427,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1979-08",100.4873,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1979-09",100.111,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1979-10",99.79977,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1979-11",99.49848,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1979-12",99.202,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1980-01",98.91258,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1980-02",98.62152,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1980-03",98.31097,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1980-04",97.98454,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1980-05",97.71226,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1980-06",97.50864,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1980-07",97.37325,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1980-08",97.31956,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1980-09",97.38439,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1980-10",97.53175,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1980-11",97.77742,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1980-12",98.10186,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1981-01",98.461,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1981-02",98.82124,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1981-03",99.15273,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1981-04",99.39064,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1981-05",99.48573,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1981-06",99.44267,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1981-07",99.30838,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1981-08",99.11906,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1981-09",98.93975,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1981-10",98.78749,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1981-11",98.66569,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1981-12",98.57384,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1982-01",98.53683,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1982-02",98.58311,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1982-03",98.66931,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1982-04",98.75183,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1982-05",98.84314,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1982-06",98.97041,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1982-07",99.14125,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1982-08",99.34018,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1982-09",99.55053,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1982-10",99.76559,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1982-11",99.9489,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1982-12",100.1176,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1983-01",100.2896,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1983-02",100.4606,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1983-03",100.6391,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1983-04",100.8099,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1983-05",100.9605,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1983-06",101.0887,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1983-07",101.1753,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1983-08",101.2062,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1983-09",101.1867,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1983-10",101.1737,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1983-11",101.151,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1983-12",101.1176,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1984-01",101.0712,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1984-02",100.9937,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1984-03",100.8658,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1984-04",100.7006,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1984-05",100.4746,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1984-06",100.2118,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1984-07",99.95758,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1984-08",99.79491,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1984-09",99.76617,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1984-10",99.78972,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1984-11",99.83176,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1984-12",99.85577,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1985-01",99.8476,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1985-02",99.75964,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1985-03",99.66965,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1985-04",99.58649,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1985-05",99.51732,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1985-06",99.47855,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1985-07",99.47299,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1985-08",99.50377,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1985-09",99.54607,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1985-10",99.58666,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1985-11",99.60606,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1985-12",99.60051,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1986-01",99.57047,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1986-02",99.55329,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1986-03",99.5639,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1986-04",99.60712,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1986-05",99.64646,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1986-06",99.68147,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1986-07",99.70657,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1986-08",99.73039,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1986-09",99.766,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1986-10",99.84168,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1986-11",99.97704,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1986-12",100.1855,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1987-01",100.4808,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1987-02",100.8407,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1987-03",101.2164,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1987-04",101.5906,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1987-05",101.9337,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1987-06",102.19,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1987-07",102.3214,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1987-08",102.3434,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1987-09",102.2786,
