"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1957-12",98.26945,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1958-01",98.29572,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1958-02",98.37037,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1958-03",98.48009,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1958-04",98.61074,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1958-05",98.76995,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1958-06",98.97729,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1958-07",99.25131,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1958-08",99.56339,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1958-09",99.88371,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1958-10",100.174,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1958-11",100.3962,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1958-12",100.5059,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1959-01",100.4886,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1959-02",100.3939,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1959-03",100.2789,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1959-04",100.1831,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1959-05",100.1028,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1959-06",100.1134,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1959-07",100.2653,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1959-08",100.6124,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1959-09",101.1703,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1959-10",101.7855,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1959-11",102.2856,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1959-12",102.5592,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1960-01",102.5446,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1960-02",102.3042,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1960-03",101.9571,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1960-04",101.5833,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1960-05",101.2457,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1960-06",100.9733,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1960-07",100.7748,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1960-08",100.6476,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1960-09",100.5646,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1960-10",100.4997,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1960-11",100.4599,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1960-12",100.4617,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1961-01",100.4898,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1961-02",100.5087,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1961-03",100.4513,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1961-04",100.2714,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1961-05",99.97404,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1961-06",99.56301,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1961-07",99.05229,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1961-08",98.51785,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1961-09",98.07944,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1961-10",97.79765,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1961-11",97.68502,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1961-12",97.68732,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1962-01",97.75676,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1962-02",97.87053,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1962-03",98.02419,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1962-04",98.21405,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1962-05",98.38842,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1962-06",98.52571,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1962-07",98.67601,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1962-08",98.85982,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1962-09",99.04946,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1962-10",99.23965,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1962-11",99.41098,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1962-12",99.55933,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1963-01",99.70348,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1963-02",99.87906,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1963-03",100.0924,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1963-04",100.3214,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1963-05",100.5373,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1963-06",100.7384,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1963-07",100.9626,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1963-08",101.1933,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1963-09",101.4043,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1963-10",101.5616,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1963-11",101.6327,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1963-12",101.6308,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1964-01",101.5687,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1964-02",101.4694,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1964-03",101.3777,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1964-04",101.3347,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1964-05",101.34,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1964-06",101.3916,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1964-07",101.441,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1964-08",101.447,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1964-09",101.3676,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1964-10",101.1682,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1964-11",100.8701,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1964-12",100.5216,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1965-01",100.1937,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1965-02",99.90642,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1965-03",99.63673,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1965-04",99.38559,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1965-05",99.20115,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1965-06",99.10649,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1965-07",99.092,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1965-08",99.15845,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1965-09",99.30337,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1965-10",99.51305,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1965-11",99.76051,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1965-12",100.0231,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1966-01",100.2642,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1966-02",100.4466,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1966-03",100.5257,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1966-04",100.4384,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1966-05",100.1253,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1966-06",99.58768,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1966-07",98.87894,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1966-08",98.10307,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1966-09",97.43352,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1966-10",96.97287,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1966-11",96.7787,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1966-12",96.84793,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1967-01",97.12841,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1967-02",97.52084,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1967-03",97.99413,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1967-04",98.5274,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1967-05",99.06792,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1967-06",99.55922,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1967-07",99.96268,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1967-08",100.2858,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1967-09",100.5276,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1967-10",100.6709,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1967-11",100.7102,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1967-12",100.6562,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1968-01",100.5512,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1968-02",100.41,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1968-03",100.2425,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1968-04",100.0984,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1968-05",100.054,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1968-06",100.103,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1968-07",100.2588,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1968-08",100.4659,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1968-09",100.6386,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1968-10",100.7263,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1968-11",100.6877,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1968-12",100.5179,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1969-01",100.2566,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1969-02",99.97023,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1969-03",99.69279,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1969-04",99.42702,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1969-05",99.13708,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1969-06",98.84336,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1969-07",98.56932,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1969-08",98.32883,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1969-09",98.10836,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1969-10",97.93021,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1969-11",97.83498,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1969-12",97.8716,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1970-01",98.00756,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1970-02",98.17838,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1970-03",98.32281,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1970-04",98.40224,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1970-05",98.40704,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1970-06",98.36617,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1970-07",98.28897,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1970-08",98.19865,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1970-09",98.13356,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1970-10",98.09718,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1970-11",98.1003,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1970-12",98.15762,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1971-01",98.26995,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1971-02",98.46116,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1971-03",98.75555,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1971-04",99.16225,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1971-05",99.6496,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1971-06",100.2037,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1971-07",100.8147,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1971-08",101.4305,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1971-09",102.0249,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1971-10",102.5703,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1971-11",103.052,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1971-12",103.4602,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1972-01",103.771,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1972-02",104.0176,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1972-03",104.2287,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1972-04",104.3714,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1972-05",104.3841,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1972-06",104.2478,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1972-07",104.0303,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1972-08",103.8081,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1972-09",103.6164,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1972-10",103.4775,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1972-11",103.3603,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1972-12",103.2364,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1973-01",103.0907,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1973-02",102.9454,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1973-03",102.811,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1973-04",102.6781,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1973-05",102.5221,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1973-06",102.3105,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1973-07",102.0013,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1973-08",101.5702,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1973-09",101.0145,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1973-10",100.3787,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1973-11",99.67107,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1973-12",98.93415,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1974-01",98.27026,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1974-02",97.77325,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1974-03",97.40403,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1974-04",97.11681,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1974-05",96.87264,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1974-06",96.60394,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1974-07",96.26678,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1974-08",95.89938,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1974-09",95.56207,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1974-10",95.29351,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1974-11",95.17568,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1974-12",95.2867,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1975-01",95.64607,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1975-02",96.04063,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1975-03",96.47723,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1975-04",96.9077,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1975-05",97.31406,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1975-06",97.66914,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1975-07",97.9609,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1975-08",98.22179,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1975-09",98.50748,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1975-10",98.77895,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1975-11",99.08327,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1975-12",99.43266,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1976-01",99.79976,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1976-02",100.128,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1976-03",100.3812,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1976-04",100.5157,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1976-05",100.4936,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1976-06",100.3272,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1976-07",100.0732,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1976-08",99.76588,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1976-09",99.4612,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1976-10",99.25131,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1976-11",99.16515,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1976-12",99.17756,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1977-01",99.28948,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1977-02",99.51717,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1977-03",99.81551,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1977-04",100.1776,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1977-05",100.5822,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1977-06",100.9963,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1977-07",101.4136,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1977-08",101.7775,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1977-09",102.0717,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1977-10",102.2588,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1977-11",102.3125,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1977-12",102.2546,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1978-01",102.1249,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1978-02",101.9513,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1978-03",101.7804,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1978-04",101.644,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1978-05",101.5723,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1978-06",101.581,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1978-07",101.6158,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1978-08",101.6314,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1978-09",101.5886,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1978-10",101.4714,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1978-11",101.3385,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1978-12",101.2649,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1979-01",101.2993,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1979-02",101.434,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1979-03",101.6198,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1979-04",101.7404,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1979-05",101.6805,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1979-06",101.3961,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1979-07",100.9405,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1979-08",100.4866,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1979-09",100.1116,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1979-10",99.80153,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1979-11",99.5014,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1979-12",99.20602,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1980-01",98.91765,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1980-02",98.62754,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1980-03",98.31791,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1980-04",97.99235,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1980-05",97.72071,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1980-06",97.5175,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1980-07",97.38229,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1980-08",97.32856,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1980-09",97.39297,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1980-10",97.53966,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1980-11",97.78436,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1980-12",98.10754,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1981-01",98.46535,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1981-02",98.82427,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1981-03",99.15464,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1981-04",99.3918,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1981-05",99.48666,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1981-06",99.44389,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1981-07",99.31021,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1981-08",99.1217,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1981-09",98.94315,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1981-10",98.79153,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1981-11",98.67019,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1981-12",98.57863,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1982-01",98.54169,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1982-02",98.58773,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1982-03",98.67356,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1982-04",98.75567,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1982-05",98.84651,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1982-06",98.97318,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1982-07",99.14327,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1982-08",99.34139,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1982-09",99.55096,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1982-10",99.76532,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1982-11",99.94814,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1982-12",100.1165,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1983-01",100.2881,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1983-02",100.4587,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1983-03",100.6368,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1983-04",100.8071,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1983-05",100.9572,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1983-06",101.085,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1983-07",101.1712,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1983-08",101.202,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1983-09",101.1825,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1983-10",101.1695,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1983-11",101.1468,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1983-12",101.1136,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1984-01",101.0673,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1984-02",100.99,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1984-03",100.8627,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1984-04",100.6981,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1984-05",100.473,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1984-06",100.2111,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1984-07",99.95786,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1984-08",99.79584,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1984-09",99.7673,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1984-10",99.7909,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1984-11",99.83298,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1984-12",99.85716,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1985-01",99.84937,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1985-02",99.76231,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1985-03",99.67319,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1985-04",99.5909,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1985-05",99.52265,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1985-06",99.48486,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1985-07",99.48033,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1985-08",99.51215,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1985-09",99.55531,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1985-10",99.59605,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1985-11",99.61398,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1985-12",99.60387,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1986-01",99.56441,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1986-02",99.53094,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1986-03",99.52709,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1986-04",99.5644,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1986-05",99.60879,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1986-06",99.6557,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1986-07",99.69485,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1986-08",99.73067,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1986-09",99.77424,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1986-10",99.85108,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1986-11",99.98071,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1986-12",100.1779,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1987-01",100.4599,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1987-02",100.8069,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1987-03",101.1743,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1987-04",101.5482,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1987-05",101.897,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1987-06",102.1634,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1987-07",102.3048,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1987-08",102.3351,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1987-09",102.2749,
